project_name,functional_unit,metal,production_route,recycled_content_pct,electricity_kWh_per_FU,electricity_grid_region,fuel_MJ_per_FU,fuel_type,transport_mode,transport_distance_km,process_yield_pct,end_of_life_recycle_rate_pct,product_lifetime_years,region,data_confidence
Al-proj-2446,1 tonne,Aluminium,primary,57,10589,IN-Grid,1215,coal,rail,775,91,46,30,China,extracted
Co-proj-2447,1 tonne,Copper,mix,58,3746,US-Grid,882,oil,rail,690,97,36,47,India,predicted
Co-proj-2448,1 tonne,Copper,secondary,78,4283,IN-Grid,583,coal,ship,167,90,60,6,China,user
Al-proj-2449,1 tonne,Aluminium,primary,53,9985,EU-Grid,299,biomass,truck,818,86,67,16,India,user
Co-proj-2450,1 tonne,Copper,mix,90,7472,IN-Grid,1574,coal,truck,1715,92,89,40,China,predicted
Co-proj-2451,1 tonne,Copper,secondary,36,5568,US-Grid,1060,coal,ship,1459,89,51,45,Europe,extracted
Al-proj-2452,1 tonne,Aluminium,primary,46,7213,CN-Grid,1999,biomass,truck,271,99,85,40,India,user
Al-proj-2453,1 tonne,Aluminium,primary,77,6281,IN-Grid,228,coal,ship,481,95,93,38,China,predicted
Al-proj-2454,1 tonne,Aluminium,mix,88,2139,IN-Grid,921,oil,rail,1901,85,84,45,India,extracted
Al-proj-2455,1 tonne,Aluminium,mix,40,3748,IN-Grid,583,natural_gas,truck,1480,92,85,27,USA,extracted
Co-proj-2456,1 tonne,Copper,mix,60,2435,CN-Grid,444,coal,truck,717,90,81,25,USA,user
Al-proj-2457,1 tonne,Aluminium,mix,88,3295,US-Grid,168,biomass,truck,101,97,39,28,China,user
Co-proj-2458,1 tonne,Copper,mix,64,988,EU-Grid,988,coal,ship,1194,99,55,46,India,predicted
Co-proj-2459,1 tonne,Copper,primary,31,9120,IN-Grid,775,biomass,rail,626,88,92,29,USA,predicted
Co-proj-2460,1 tonne,Copper,secondary,75,6265,CN-Grid,506,oil,rail,345,94,64,44,China,extracted
Al-proj-2461,1 tonne,Aluminium,secondary,39,2352,EU-Grid,1495,coal,truck,715,91,20,34,China,user
Al-proj-2462,1 tonne,Aluminium,secondary,71,2852,IN-Grid,840,coal,truck,862,97,81,39,Europe,predicted
Co-proj-2463,1 tonne,Copper,mix,31,3652,US-Grid,237,coal,ship,593,85,22,8,Europe,extracted
Al-proj-2464,1 tonne,Aluminium,mix,38,2942,IN-Grid,1964,coal,truck,1884,91,58,13,USA,user
Co-proj-2465,1 tonne,Copper,primary,72,9568,US-Grid,1050,natural_gas,rail,187,87,41,6,USA,user
Al-proj-2466,1 tonne,Aluminium,secondary,83,2349,US-Grid,1587,oil,rail,1071,97,83,21,USA,user
Al-proj-2467,1 tonne,Aluminium,mix,25,3933,EU-Grid,353,biomass,rail,638,91,58,24,India,extracted
Co-proj-2468,1 tonne,Copper,mix,58,1432,US-Grid,1045,coal,truck,1166,96,38,38,Europe,predicted
Al-proj-2469,1 tonne,Aluminium,primary,74,2306,CN-Grid,147,biomass,rail,1617,97,55,14,India,extracted
Co-proj-2470,1 tonne,Copper,primary,61,21988,CN-Grid,1467,natural_gas,ship,1810,98,64,5,China,extracted
Co-proj-2471,1 tonne,Copper,secondary,79,4911,EU-Grid,780,biomass,rail,448,98,44,43,China,extracted
Co-proj-2472,1 tonne,Copper,primary,75,8711,EU-Grid,1659,biomass,rail,154,97,52,37,Europe,predicted
Al-proj-2473,1 tonne,Aluminium,secondary,77,1827,CN-Grid,125,coal,rail,383,85,37,5,India,extracted
Co-proj-2474,1 tonne,Copper,primary,80,9875,IN-Grid,94,biomass,truck,1270,93,94,37,China,extracted
Co-proj-2475,1 tonne,Copper,primary,51,3347,US-Grid,647,coal,truck,1782,91,62,40,China,predicted
Al-proj-2476,1 tonne,Aluminium,secondary,37,2869,EU-Grid,1580,coal,ship,1906,98,59,32,Europe,extracted
Co-proj-2477,1 tonne,Copper,primary,60,13476,US-Grid,942,biomass,rail,439,98,58,26,Europe,extracted
Al-proj-2478,1 tonne,Aluminium,primary,74,13444,IN-Grid,1792,oil,rail,259,85,78,31,Europe,user
Al-proj-2479,1 tonne,Aluminium,mix,46,3468,IN-Grid,1661,biomass,rail,283,96,46,40,India,predicted
Co-proj-2480,1 tonne,Copper,primary,90,16347,CN-Grid,673,natural_gas,truck,913,88,89,6,Europe,extracted
Al-proj-2481,1 tonne,Aluminium,mix,22,835,US-Grid,1371,coal,rail,252,93,20,42,USA,extracted
Al-proj-2482,1 tonne,Aluminium,mix,20,894,CN-Grid,734,oil,ship,1882,86,40,9,India,predicted
Al-proj-2483,1 tonne,Aluminium,mix,82,3550,US-Grid,1627,coal,truck,1865,97,95,30,China,extracted
Al-proj-2484,1 tonne,Aluminium,mix,63,4392,CN-Grid,1447,coal,rail,1466,89,52,29,Europe,extracted
Al-proj-2485,1 tonne,Aluminium,mix,71,3378,US-Grid,284,coal,truck,621,85,57,43,China,extracted
Co-proj-2486,1 tonne,Copper,mix,66,2022,CN-Grid,857,oil,rail,1127,97,71,33,China,user
Co-proj-2487,1 tonne,Copper,secondary,78,1064,US-Grid,1354,biomass,ship,408,99,25,29,USA,user
Al-proj-2488,1 tonne,Aluminium,mix,43,1883,CN-Grid,94,coal,rail,570,95,77,27,USA,extracted
Co-proj-2489,1 tonne,Copper,mix,61,4667,US-Grid,231,biomass,rail,1630,92,87,34,India,predicted
Co-proj-2490,1 tonne,Copper,primary,49,13916,IN-Grid,176,oil,rail,1301,91,51,7,China,predicted
Al-proj-2491,1 tonne,Aluminium,secondary,64,3529,IN-Grid,1490,coal,ship,845,86,92,42,USA,extracted
Co-proj-2492,1 tonne,Copper,mix,74,7866,US-Grid,927,biomass,ship,523,89,68,40,China,predicted
Co-proj-2493,1 tonne,Copper,mix,38,4286,IN-Grid,1278,coal,ship,527,90,80,44,Europe,predicted
Al-proj-2494,1 tonne,Aluminium,secondary,44,4315,EU-Grid,255,coal,rail,1342,90,79,15,Europe,extracted
Al-proj-2495,1 tonne,Aluminium,secondary,70,3226,IN-Grid,88,natural_gas,ship,1641,98,41,8,USA,user
Al-proj-2496,1 tonne,Aluminium,mix,56,2443,IN-Grid,202,biomass,rail,1262,92,22,21,Europe,predicted
Al-proj-2497,1 tonne,Aluminium,secondary,89,1724,EU-Grid,177,biomass,rail,614,92,39,16,India,user
Al-proj-2498,1 tonne,Aluminium,mix,71,4396,EU-Grid,964,biomass,ship,1117,89,38,11,China,predicted
Co-proj-2499,1 tonne,Copper,mix,56,1691,EU-Grid,1892,oil,rail,122,89,43,19,USA,predicted
Al-proj-2500,1 tonne,Aluminium,mix,53,2277,US-Grid,589,oil,ship,988,86,44,18,China,user
Al-proj-2501,1 tonne,Aluminium,secondary,85,2080,IN-Grid,1089,biomass,truck,917,91,30,35,India,predicted
Al-proj-2502,1 tonne,Aluminium,primary,73,5010,IN-Grid,1535,natural_gas,truck,382,97,24,48,China,predicted
Co-proj-2503,1 tonne,Copper,primary,61,2436,US-Grid,308,natural_gas,truck,1657,90,61,40,China,extracted
Al-proj-2504,1 tonne,Aluminium,mix,59,4879,EU-Grid,675,natural_gas,rail,320,88,34,27,China,predicted
Al-proj-2505,1 tonne,Aluminium,secondary,72,4438,IN-Grid,1172,oil,truck,435,88,34,38,USA,extracted
Co-proj-2506,1 tonne,Copper,primary,88,12060,CN-Grid,452,biomass,truck,897,97,64,14,USA,predicted
Al-proj-2507,1 tonne,Aluminium,primary,46,9318,EU-Grid,632,biomass,rail,953,88,67,12,USA,extracted
Al-proj-2508,1 tonne,Aluminium,primary,49,9404,US-Grid,353,oil,truck,558,93,20,35,USA,predicted
Co-proj-2509,1 tonne,Copper,primary,53,7706,CN-Grid,1002,biomass,ship,660,98,73,11,China,predicted
Al-proj-2510,1 tonne,Aluminium,mix,44,3795,EU-Grid,109,natural_gas,ship,471,94,76,8,Europe,predicted
Co-proj-2511,1 tonne,Copper,mix,81,5828,CN-Grid,1971,biomass,rail,54,99,58,43,Europe,user
Al-proj-2512,1 tonne,Aluminium,primary,40,3594,IN-Grid,1955,natural_gas,truck,250,94,71,25,India,predicted
Co-proj-2513,1 tonne,Copper,secondary,76,6882,CN-Grid,162,biomass,truck,1538,88,63,5,Europe,extracted
Al-proj-2514,1 tonne,Aluminium,primary,51,9590,EU-Grid,1933,natural_gas,rail,1228,87,43,14,India,predicted
Al-proj-2515,1 tonne,Aluminium,secondary,35,3764,EU-Grid,234,biomass,ship,220,92,55,30,Europe,predicted
Al-proj-2516,1 tonne,Aluminium,primary,36,11144,CN-Grid,100,coal,rail,128,93,40,46,USA,user
Co-proj-2517,1 tonne,Copper,mix,56,2149,IN-Grid,905,natural_gas,truck,1608,89,46,5,USA,extracted
Co-proj-2518,1 tonne,Copper,secondary,82,6529,US-Grid,926,natural_gas,truck,1573,88,20,46,Europe,predicted
Al-proj-2519,1 tonne,Aluminium,primary,87,8981,EU-Grid,1930,natural_gas,truck,1339,99,61,50,China,extracted
Al-proj-2520,1 tonne,Aluminium,primary,33,1473,CN-Grid,623,natural_gas,truck,716,96,67,29,USA,extracted
Co-proj-2521,1 tonne,Copper,primary,52,20794,EU-Grid,494,oil,rail,63,93,58,35,China,extracted
Co-proj-2522,1 tonne,Copper,secondary,49,6708,EU-Grid,50,coal,ship,64,90,30,30,China,predicted
Al-proj-2523,1 tonne,Aluminium,mix,74,2900,US-Grid,1809,natural_gas,ship,1503,99,66,30,Europe,user
Co-proj-2524,1 tonne,Copper,primary,34,18403,US-Grid,1748,coal,rail,1209,93,90,8,USA,predicted
Co-proj-2525,1 tonne,Copper,mix,81,978,US-Grid,1422,biomass,ship,1921,96,78,15,China,predicted
Co-proj-2526,1 tonne,Copper,mix,25,3268,CN-Grid,812,natural_gas,truck,632,97,45,20,USA,extracted
Co-proj-2527,1 tonne,Copper,secondary,89,7041,IN-Grid,1583,coal,rail,1590,88,23,41,India,extracted
Al-proj-2528,1 tonne,Aluminium,secondary,64,831,IN-Grid,178,natural_gas,rail,1590,97,34,43,India,extracted
Al-proj-2529,1 tonne,Aluminium,primary,84,1321,IN-Grid,1264,natural_gas,ship,957,88,23,30,China,predicted
Co-proj-2530,1 tonne,Copper,primary,29,4650,EU-Grid,611,oil,rail,1973,86,41,23,India,extracted
Co-proj-2531,1 tonne,Copper,mix,52,1108,US-Grid,1291,oil,truck,490,96,57,32,Europe,user
Al-proj-2532,1 tonne,Aluminium,primary,45,13530,US-Grid,1336,coal,truck,1037,97,64,26,Europe,user
Al-proj-2533,1 tonne,Aluminium,mix,26,864,US-Grid,479,oil,rail,1331,92,93,37,USA,predicted
Al-proj-2534,1 tonne,Aluminium,primary,87,7606,US-Grid,1532,natural_gas,truck,640,90,83,44,Europe,extracted
Co-proj-2535,1 tonne,Copper,primary,24,12505,CN-Grid,1838,biomass,truck,975,86,32,22,India,user
Co-proj-2536,1 tonne,Copper,mix,87,7528,EU-Grid,1753,biomass,ship,1195,90,20,32,Europe,predicted
Al-proj-2537,1 tonne,Aluminium,secondary,51,3953,CN-Grid,636,natural_gas,ship,747,86,91,49,India,extracted
Co-proj-2538,1 tonne,Copper,primary,78,23370,IN-Grid,780,natural_gas,ship,1963,96,81,10,China,predicted
Al-proj-2539,1 tonne,Aluminium,mix,84,4207,US-Grid,1254,oil,ship,1528,99,81,29,Europe,predicted
Co-proj-2540,1 tonne,Copper,primary,90,22249,US-Grid,1318,coal,truck,1098,90,72,46,Europe,predicted
Al-proj-2541,1 tonne,Aluminium,primary,70,6992,CN-Grid,1940,oil,rail,1601,87,87,32,China,predicted
Co-proj-2542,1 tonne,Copper,primary,56,8662,IN-Grid,399,biomass,truck,1769,91,48,23,Europe,predicted
Al-proj-2543,1 tonne,Aluminium,primary,34,11767,IN-Grid,1827,oil,rail,1566,94,48,28,Europe,predicted
Co-proj-2544,1 tonne,Copper,mix,24,3088,IN-Grid,864,coal,rail,1222,87,64,39,China,user
Al-proj-2545,1 tonne,Aluminium,secondary,45,1488,CN-Grid,1727,biomass,truck,1926,91,31,13,Europe,extracted
Co-proj-2546,1 tonne,Copper,secondary,55,6436,IN-Grid,1408,oil,truck,75,99,71,44,Europe,predicted
Co-proj-2547,1 tonne,Copper,secondary,54,6110,EU-Grid,485,oil,rail,757,93,42,22,USA,user
Co-proj-2548,1 tonne,Copper,mix,31,6177,IN-Grid,956,natural_gas,rail,935,95,57,20,USA,user
Co-proj-2549,1 tonne,Copper,secondary,20,1067,US-Grid,1510,natural_gas,truck,1728,86,86,21,China,extracted
Al-proj-2550,1 tonne,Aluminium,primary,61,3506,US-Grid,818,oil,ship,1656,94,63,22,India,extracted
Co-proj-2551,1 tonne,Copper,secondary,77,3120,IN-Grid,403,coal,ship,1654,92,43,13,India,user
Al-proj-2552,1 tonne,Aluminium,secondary,90,1251,EU-Grid,653,oil,truck,1165,92,52,16,USA,user
Co-proj-2553,1 tonne,Copper,mix,59,1963,IN-Grid,669,coal,truck,981,95,45,35,China,extracted
Al-proj-2554,1 tonne,Aluminium,primary,45,12984,IN-Grid,1995,natural_gas,ship,463,89,47,47,India,predicted
Co-proj-2555,1 tonne,Copper,primary,34,2829,CN-Grid,1187,biomass,truck,1709,96,34,31,India,user
Co-proj-2556,1 tonne,Copper,primary,65,13092,US-Grid,820,natural_gas,rail,492,86,34,49,USA,predicted
Co-proj-2557,1 tonne,Copper,primary,20,8737,US-Grid,861,biomass,ship,552,98,59,26,USA,extracted
Co-proj-2558,1 tonne,Copper,primary,23,19854,CN-Grid,1285,natural_gas,ship,351,94,79,29,China,user
Co-proj-2559,1 tonne,Copper,secondary,66,4934,CN-Grid,224,natural_gas,truck,1994,88,85,22,India,predicted
Al-proj-2560,1 tonne,Aluminium,secondary,30,3389,US-Grid,715,oil,ship,946,96,21,34,India,extracted
Al-proj-2561,1 tonne,Aluminium,mix,55,830,US-Grid,425,biomass,rail,817,99,90,36,China,predicted
Co-proj-2562,1 tonne,Copper,primary,24,11267,EU-Grid,722,biomass,ship,856,91,59,25,India,extracted
Co-proj-2563,1 tonne,Copper,primary,42,2946,US-Grid,452,oil,truck,373,97,71,7,India,extracted
Al-proj-2564,1 tonne,Aluminium,secondary,86,2029,US-Grid,765,natural_gas,ship,722,93,34,42,USA,predicted
Co-proj-2565,1 tonne,Copper,mix,27,1536,US-Grid,1042,coal,truck,324,98,24,31,USA,predicted
Al-proj-2566,1 tonne,Aluminium,primary,65,11896,IN-Grid,895,biomass,rail,1962,96,22,8,India,user
Al-proj-2567,1 tonne,Aluminium,secondary,51,4780,IN-Grid,529,biomass,rail,1634,88,50,43,China,predicted
Co-proj-2568,1 tonne,Copper,mix,37,3544,EU-Grid,191,biomass,rail,564,87,67,34,USA,user
Co-proj-2569,1 tonne,Copper,mix,59,7248,US-Grid,156,oil,ship,449,96,71,22,China,user
Al-proj-2570,1 tonne,Aluminium,primary,83,8073,US-Grid,659,biomass,ship,329,92,69,48,China,user
Al-proj-2571,1 tonne,Aluminium,secondary,88,4953,EU-Grid,820,coal,rail,82,88,92,29,India,user
Al-proj-2572,1 tonne,Aluminium,mix,60,2466,CN-Grid,1678,biomass,ship,65,86,92,12,China,user
Al-proj-2573,1 tonne,Aluminium,secondary,42,1555,CN-Grid,1870,coal,truck,1501,88,47,43,China,user
Al-proj-2574,1 tonne,Aluminium,secondary,65,4053,CN-Grid,1997,natural_gas,truck,1627,87,53,44,Europe,user
Co-proj-2575,1 tonne,Copper,secondary,37,6715,CN-Grid,1847,natural_gas,ship,1069,87,38,38,Europe,user
Co-proj-2576,1 tonne,Copper,primary,64,20712,IN-Grid,1214,oil,ship,727,92,73,25,Europe,user
Al-proj-2577,1 tonne,Aluminium,secondary,47,2486,EU-Grid,1558,biomass,ship,1233,98,36,21,China,predicted
Al-proj-2578,1 tonne,Aluminium,primary,31,5931,US-Grid,508,biomass,ship,886,90,44,39,USA,extracted
Co-proj-2579,1 tonne,Copper,primary,72,15767,EU-Grid,1976,oil,rail,1992,89,47,6,China,user
Al-proj-2580,1 tonne,Aluminium,primary,49,9830,EU-Grid,789,biomass,truck,1738,89,93,45,USA,user
Al-proj-2581,1 tonne,Aluminium,secondary,41,712,US-Grid,538,oil,rail,1918,98,42,21,China,predicted
Al-proj-2582,1 tonne,Aluminium,primary,27,1114,IN-Grid,1715,natural_gas,rail,252,94,60,49,Europe,user
Co-proj-2583,1 tonne,Copper,primary,70,15287,US-Grid,728,coal,ship,1442,97,87,30,India,predicted
Co-proj-2584,1 tonne,Copper,mix,26,5898,US-Grid,808,oil,ship,1489,93,57,24,China,predicted
Co-proj-2585,1 tonne,Copper,primary,45,23114,US-Grid,640,biomass,truck,698,95,94,45,Europe,extracted
Co-proj-2586,1 tonne,Copper,secondary,61,5552,CN-Grid,1944,coal,rail,1971,85,47,35,India,extracted
Al-proj-2587,1 tonne,Aluminium,primary,76,7807,EU-Grid,552,natural_gas,rail,76,97,94,16,Europe,extracted
Al-proj-2588,1 tonne,Aluminium,secondary,75,4967,EU-Grid,650,natural_gas,rail,799,96,43,33,Europe,user
Al-proj-2589,1 tonne,Aluminium,mix,27,1919,CN-Grid,411,natural_gas,rail,97,96,52,36,Europe,predicted
Al-proj-2590,1 tonne,Aluminium,primary,58,11904,EU-Grid,1708,biomass,truck,1497,95,33,44,USA,predicted
Al-proj-2591,1 tonne,Aluminium,secondary,52,4850,CN-Grid,1508,oil,truck,1272,87,39,50,India,predicted
Co-proj-2592,1 tonne,Copper,mix,37,7844,CN-Grid,1868,coal,ship,1748,96,90,12,India,extracted
Al-proj-2593,1 tonne,Aluminium,secondary,65,735,CN-Grid,1393,biomass,ship,1802,86,65,17,China,extracted
Al-proj-2594,1 tonne,Aluminium,mix,62,1241,IN-Grid,515,biomass,truck,349,87,20,36,Europe,predicted
Co-proj-2595,1 tonne,Copper,secondary,22,4359,IN-Grid,1069,natural_gas,truck,755,90,58,16,USA,user
Co-proj-2596,1 tonne,Copper,mix,72,5613,US-Grid,357,biomass,truck,1046,99,48,28,USA,extracted
Al-proj-2597,1 tonne,Aluminium,secondary,66,1446,IN-Grid,1286,natural_gas,truck,568,95,61,47,USA,extracted
Co-proj-2598,1 tonne,Copper,mix,48,7193,IN-Grid,998,biomass,rail,1186,89,53,30,China,predicted
Al-proj-2599,1 tonne,Aluminium,primary,41,3450,IN-Grid,776,biomass,ship,740,97,20,34,China,extracted
Al-proj-2600,1 tonne,Aluminium,secondary,32,1738,EU-Grid,1144,oil,ship,1396,93,62,18,Europe,extracted
Co-proj-2601,1 tonne,Copper,primary,23,11717,US-Grid,774,biomass,rail,992,98,61,13,Europe,predicted
Al-proj-2602,1 tonne,Aluminium,primary,84,10673,US-Grid,557,biomass,ship,581,90,52,45,USA,extracted
Co-proj-2603,1 tonne,Copper,primary,37,24504,US-Grid,1042,biomass,rail,1300,88,92,5,Europe,predicted
Co-proj-2604,1 tonne,Copper,primary,26,11929,US-Grid,330,oil,truck,1061,96,76,22,Europe,predicted
Al-proj-2605,1 tonne,Aluminium,primary,20,13802,CN-Grid,336,biomass,ship,1270,90,23,9,Europe,user
Al-proj-2606,1 tonne,Aluminium,mix,73,538,US-Grid,1040,biomass,rail,1078,97,22,47,Europe,extracted
Co-proj-2607,1 tonne,Copper,primary,52,3589,IN-Grid,1603,coal,truck,1674,94,47,36,Europe,extracted
Al-proj-2608,1 tonne,Aluminium,mix,61,3556,IN-Grid,1723,oil,truck,1856,95,36,49,USA,extracted
Co-proj-2609,1 tonne,Copper,primary,54,7619,US-Grid,321,coal,ship,295,92,90,11,USA,extracted
Co-proj-2610,1 tonne,Copper,secondary,45,2369,US-Grid,618,biomass,truck,612,85,50,18,Europe,predicted
Al-proj-2611,1 tonne,Aluminium,mix,33,524,IN-Grid,579,biomass,rail,1531,87,85,36,USA,user
Al-proj-2612,1 tonne,Aluminium,mix,49,2539,CN-Grid,339,natural_gas,truck,1302,97,92,40,Europe,predicted
Al-proj-2613,1 tonne,Aluminium,mix,56,539,CN-Grid,1525,oil,ship,1746,93,42,25,USA,user
Al-proj-2614,1 tonne,Aluminium,primary,69,5990,US-Grid,290,coal,rail,365,99,52,33,USA,predicted
Al-proj-2615,1 tonne,Aluminium,primary,46,2616,EU-Grid,1437,natural_gas,ship,966,86,21,32,USA,user
Co-proj-2616,1 tonne,Copper,secondary,79,2851,CN-Grid,239,biomass,rail,1869,93,76,21,China,extracted
Al-proj-2617,1 tonne,Aluminium,secondary,53,644,IN-Grid,439,coal,truck,969,88,65,50,India,user
Al-proj-2618,1 tonne,Aluminium,mix,84,586,US-Grid,113,biomass,truck,1235,85,25,21,India,user
Al-proj-2619,1 tonne,Aluminium,mix,82,3955,IN-Grid,275,natural_gas,rail,1045,88,48,26,China,extracted
Co-proj-2620,1 tonne,Copper,mix,85,1354,US-Grid,1982,oil,ship,1486,87,26,37,USA,user
Co-proj-2621,1 tonne,Copper,primary,32,24327,CN-Grid,1962,natural_gas,ship,472,94,31,25,India,user
Co-proj-2622,1 tonne,Copper,secondary,22,5903,IN-Grid,559,oil,ship,1393,99,75,16,USA,extracted
Al-proj-2623,1 tonne,Aluminium,secondary,37,3216,EU-Grid,1686,oil,ship,1246,89,87,38,China,predicted
Al-proj-2624,1 tonne,Aluminium,secondary,59,3617,IN-Grid,905,natural_gas,rail,1237,94,89,26,India,extracted
Al-proj-2625,1 tonne,Aluminium,secondary,75,1457,US-Grid,1909,biomass,rail,205,94,53,7,India,extracted
Co-proj-2626,1 tonne,Copper,secondary,42,2877,CN-Grid,1327,natural_gas,truck,1669,95,56,27,China,extracted
Co-proj-2627,1 tonne,Copper,mix,37,4936,CN-Grid,1030,coal,rail,1211,94,43,41,USA,user
Al-proj-2628,1 tonne,Aluminium,primary,32,4286,IN-Grid,1341,coal,truck,1995,93,88,49,Europe,extracted
Al-proj-2629,1 tonne,Aluminium,secondary,48,1529,IN-Grid,845,coal,ship,1043,93,63,6,Europe,predicted
Co-proj-2630,1 tonne,Copper,secondary,66,5829,CN-Grid,277,coal,ship,773,87,38,24,Europe,predicted
Co-proj-2631,1 tonne,Copper,secondary,89,5473,IN-Grid,1129,natural_gas,ship,1454,96,36,23,Europe,predicted
Al-proj-2632,1 tonne,Aluminium,secondary,81,1221,US-Grid,1391,oil,truck,1571,93,86,44,Europe,extracted
Co-proj-2633,1 tonne,Copper,mix,55,1771,IN-Grid,1287,coal,rail,1127,89,53,17,USA,user
Al-proj-2634,1 tonne,Aluminium,mix,57,3657,IN-Grid,1689,coal,ship,286,85,20,22,USA,user
Co-proj-2635,1 tonne,Copper,primary,21,3222,IN-Grid,1313,natural_gas,ship,245,86,60,8,India,predicted
Al-proj-2636,1 tonne,Aluminium,primary,43,1664,US-Grid,1410,oil,ship,1756,97,54,48,Europe,extracted
Co-proj-2637,1 tonne,Copper,mix,48,5289,EU-Grid,1910,coal,ship,996,93,52,44,China,extracted
Al-proj-2638,1 tonne,Aluminium,mix,51,1854,CN-Grid,1517,natural_gas,rail,1917,99,81,11,USA,predicted
Al-proj-2639,1 tonne,Aluminium,secondary,21,1931,US-Grid,638,natural_gas,truck,1110,97,77,31,China,extracted
Al-proj-2640,1 tonne,Aluminium,secondary,49,2200,US-Grid,1028,oil,truck,1141,95,85,32,China,extracted
Al-proj-2641,1 tonne,Aluminium,mix,44,1539,IN-Grid,296,oil,truck,977,97,72,34,China,extracted
Co-proj-2642,1 tonne,Copper,mix,46,6801,IN-Grid,1129,biomass,ship,1256,86,77,46,Europe,extracted
Al-proj-2643,1 tonne,Aluminium,primary,50,12636,IN-Grid,610,natural_gas,rail,610,98,53,26,India,predicted
Al-proj-2644,1 tonne,Aluminium,mix,55,3159,IN-Grid,241,coal,rail,899,94,69,50,Europe,user
Co-proj-2645,1 tonne,Copper,secondary,87,1323,EU-Grid,1761,biomass,ship,561,88,72,24,China,predicted
Co-proj-2646,1 tonne,Copper,primary,68,24616,CN-Grid,1129,oil,truck,479,89,37,50,China,user
Al-proj-2647,1 tonne,Aluminium,secondary,24,4317,US-Grid,246,oil,truck,700,90,49,9,India,user
Co-proj-2648,1 tonne,Copper,mix,51,6848,US-Grid,232,oil,ship,396,85,40,41,China,extracted
Al-proj-2649,1 tonne,Aluminium,primary,76,7126,US-Grid,737,natural_gas,truck,1699,93,60,45,USA,extracted
Co-proj-2650,1 tonne,Copper,primary,55,23276,CN-Grid,379,biomass,ship,479,87,31,22,Europe,predicted
Co-proj-2651,1 tonne,Copper,mix,57,4085,IN-Grid,1670,oil,rail,108,92,73,33,Europe,user
Co-proj-2652,1 tonne,Copper,mix,63,7112,CN-Grid,889,coal,truck,1439,97,74,19,Europe,extracted
Co-proj-2653,1 tonne,Copper,secondary,55,1967,US-Grid,1926,natural_gas,rail,1302,97,32,21,China,extracted
Al-proj-2654,1 tonne,Aluminium,primary,57,10235,IN-Grid,632,coal,truck,1294,94,51,31,USA,user
Co-proj-2655,1 tonne,Copper,secondary,24,6003,IN-Grid,215,biomass,ship,558,91,69,50,USA,extracted
Co-proj-2656,1 tonne,Copper,primary,65,7130,IN-Grid,851,biomass,ship,733,93,46,22,USA,extracted
Al-proj-2657,1 tonne,Aluminium,primary,24,12083,EU-Grid,1335,oil,truck,290,90,28,32,USA,extracted
Al-proj-2658,1 tonne,Aluminium,mix,65,1070,US-Grid,1437,biomass,ship,1078,90,63,48,USA,extracted
Co-proj-2659,1 tonne,Copper,mix,24,5817,EU-Grid,749,oil,truck,654,92,89,6,Europe,extracted
Al-proj-2660,1 tonne,Aluminium,primary,37,4073,US-Grid,1799,coal,truck,989,92,57,43,China,extracted
Al-proj-2661,1 tonne,Aluminium,secondary,57,4063,IN-Grid,148,natural_gas,ship,966,85,93,42,USA,predicted
Co-proj-2662,1 tonne,Copper,mix,41,2804,IN-Grid,453,biomass,truck,1407,92,55,13,China,predicted
Co-proj-2663,1 tonne,Copper,primary,75,6549,IN-Grid,57,oil,ship,1821,91,22,20,Europe,extracted
Al-proj-2664,1 tonne,Aluminium,mix,24,791,CN-Grid,1406,oil,rail,929,88,61,22,USA,extracted
Co-proj-2665,1 tonne,Copper,primary,70,11829,EU-Grid,1118,natural_gas,rail,1112,92,36,13,Europe,extracted
Co-proj-2666,1 tonne,Copper,mix,56,5685,US-Grid,911,coal,rail,1229,95,54,18,India,extracted
Co-proj-2667,1 tonne,Copper,secondary,58,5786,CN-Grid,1819,oil,ship,1857,94,30,17,India,user
Co-proj-2668,1 tonne,Copper,secondary,80,3089,CN-Grid,632,oil,rail,237,94,90,49,Europe,user
Al-proj-2669,1 tonne,Aluminium,secondary,59,2771,IN-Grid,1032,oil,truck,1210,99,43,19,Europe,extracted
Al-proj-2670,1 tonne,Aluminium,mix,74,692,CN-Grid,1574,coal,truck,591,88,26,37,India,extracted
Al-proj-2671,1 tonne,Aluminium,mix,78,3863,IN-Grid,256,natural_gas,rail,310,92,76,17,China,extracted
Co-proj-2672,1 tonne,Copper,secondary,34,4102,US-Grid,97,biomass,truck,1392,90,43,25,Europe,predicted
Co-proj-2673,1 tonne,Copper,secondary,45,6871,US-Grid,400,coal,truck,828,89,74,8,USA,extracted
